component,phase_local_peak,metric_label,correction,alpha
PC1,8.137953641321264,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.6635436175487683,PC1,Benjamini-Hochberg FDR,0.05
PC1,21.464007428314346,PC1,Benjamini-Hochberg FDR,0.05
PC1,1.9214488238939602,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.109950663600648,PC1,Benjamini-Hochberg FDR,0.05
PC1,21.163356757928916,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.353777572244667,PC1,Benjamini-Hochberg FDR,0.05
PC1,1.1243834383763232,PC1,Benjamini-Hochberg FDR,0.05
PC1,15.011835421772153,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.573294993274207,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.477837890066777,PC1,Benjamini-Hochberg FDR,0.05
PC1,18.09526950548243,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.482806504285098,PC1,Benjamini-Hochberg FDR,0.05
PC1,2.119741446779674,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.715630455084817,PC1,Benjamini-Hochberg FDR,0.05
PC1,20.55700292880595,PC1,Benjamini-Hochberg FDR,0.05
PC1,15.16258595782726,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.4385155153521216,PC1,Benjamini-Hochberg FDR,0.05
PC1,9.226543372166141,PC1,Benjamini-Hochberg FDR,0.05
PC1,16.228801261937747,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.9194487883698783,PC1,Benjamini-Hochberg FDR,0.05
PC1,10.432439422484551,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.542733985677142,PC1,Benjamini-Hochberg FDR,0.05
PC1,17.777927104063224,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.6497494451311319,PC1,Benjamini-Hochberg FDR,0.05
PC1,12.140632508050105,PC1,Benjamini-Hochberg FDR,0.05
PC1,20.600884988082015,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.4187917996786226,PC1,Benjamini-Hochberg FDR,0.05
PC1,1.695158125433839,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.6548346777742999,PC1,Benjamini-Hochberg FDR,0.05
PC1,22.52310448328764,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.22950084081451,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.310486596650817,PC1,Benjamini-Hochberg FDR,0.05
PC1,18.99035044661612,PC1,Benjamini-Hochberg FDR,0.05
PC1,19.980400980111582,PC1,Benjamini-Hochberg FDR,0.05
PC1,2.2866209039867655,PC1,Benjamini-Hochberg FDR,0.05
PC1,22.145523504948198,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.264210459242457,PC1,Benjamini-Hochberg FDR,0.05
PC1,19.16079501979491,PC1,Benjamini-Hochberg FDR,0.05
PC1,18.39183693723435,PC1,Benjamini-Hochberg FDR,0.05
PC1,16.644432001942466,PC1,Benjamini-Hochberg FDR,0.05
PC1,1.8613203280375776,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.541966006059747,PC1,Benjamini-Hochberg FDR,0.05
PC1,2.8086470229636626,PC1,Benjamini-Hochberg FDR,0.05
PC1,2.5246627855561394,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.912986498959441,PC1,Benjamini-Hochberg FDR,0.05
PC1,2.669966694573283,PC1,Benjamini-Hochberg FDR,0.05
PC1,22.83187868963732,PC1,Benjamini-Hochberg FDR,0.05
PC1,12.57370642574712,PC1,Benjamini-Hochberg FDR,0.05
PC1,1.5046751097134337,PC1,Benjamini-Hochberg FDR,0.05
PC1,2.8122592133512487,PC1,Benjamini-Hochberg FDR,0.05
PC1,1.5290181121068056,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.612713275781477,PC1,Benjamini-Hochberg FDR,0.05
PC1,17.749560829412676,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.7893475642082,PC1,Benjamini-Hochberg FDR,0.05
PC1,15.376748608928414,PC1,Benjamini-Hochberg FDR,0.05
PC1,23.830584245547353,PC1,Benjamini-Hochberg FDR,0.05
PC1,18.24551639737465,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.778718265803858,PC1,Benjamini-Hochberg FDR,0.05
PC1,16.435537401743638,PC1,Benjamini-Hochberg FDR,0.05
PC1,21.50557005560716,PC1,Benjamini-Hochberg FDR,0.05
PC1,13.133919812642104,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.674768271555112,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.7725394492814281,PC1,Benjamini-Hochberg FDR,0.05
PC1,21.802506086279628,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.7129557880505111,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.501634947009652,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.1792354808308687,PC1,Benjamini-Hochberg FDR,0.05
PC1,18.961980796060594,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.617216689457526,PC1,Benjamini-Hochberg FDR,0.05
PC1,23.323381823567708,PC1,Benjamini-Hochberg FDR,0.05
PC1,15.437767985990742,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.903783276676192,PC1,Benjamini-Hochberg FDR,0.05
PC1,15.021163693104219,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.303639822881462,PC1,Benjamini-Hochberg FDR,0.05
PC1,22.94338873578258,PC1,Benjamini-Hochberg FDR,0.05
PC1,20.354950642906758,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.0909770453869676,PC1,Benjamini-Hochberg FDR,0.05
PC1,13.9550643286385,PC1,Benjamini-Hochberg FDR,0.05
PC1,22.423897082408907,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.8477208284600053,PC1,Benjamini-Hochberg FDR,0.05
PC1,14.727319945253768,PC1,Benjamini-Hochberg FDR,0.05
PC1,1.395833087484147,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.4207821968619765,PC1,Benjamini-Hochberg FDR,0.05
PC1,19.329768543236504,PC1,Benjamini-Hochberg FDR,0.05
PC1,10.562823036444213,PC1,Benjamini-Hochberg FDR,0.05
PC1,11.408591431151084,PC1,Benjamini-Hochberg FDR,0.05
PC1,22.041648139405677,PC1,Benjamini-Hochberg FDR,0.05
PC1,2.2790040256397623,PC1,Benjamini-Hochberg FDR,0.05
PC1,17.141334555607077,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.24875548209042,PC1,Benjamini-Hochberg FDR,0.05
PC1,10.632675041521043,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.9641007640381432,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.325790779538322,PC1,Benjamini-Hochberg FDR,0.05
PC1,20.215776433031614,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.443375196096278,PC1,Benjamini-Hochberg FDR,0.05
PC1,22.414181773521555,PC1,Benjamini-Hochberg FDR,0.05
PC1,2.320066043428861,PC1,Benjamini-Hochberg FDR,0.05
PC1,22.545318302254252,PC1,Benjamini-Hochberg FDR,0.05
PC1,21.756708248640592,PC1,Benjamini-Hochberg FDR,0.05
PC1,1.8731839628720182,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.0235684970354555,PC1,Benjamini-Hochberg FDR,0.05
PC1,17.980101048144252,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.635104696593448,PC1,Benjamini-Hochberg FDR,0.05
PC1,21.545883371493264,PC1,Benjamini-Hochberg FDR,0.05
PC1,21.68104144692636,PC1,Benjamini-Hochberg FDR,0.05
PC1,18.282991892371825,PC1,Benjamini-Hochberg FDR,0.05
PC1,21.860913307691888,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.4494124802766413,PC1,Benjamini-Hochberg FDR,0.05
PC1,16.744251201366595,PC1,Benjamini-Hochberg FDR,0.05
PC1,1.6414966968527622,PC1,Benjamini-Hochberg FDR,0.05
PC1,17.515011275064865,PC1,Benjamini-Hochberg FDR,0.05
PC1,15.983663364118877,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.2360474940968262,PC1,Benjamini-Hochberg FDR,0.05
PC1,17.425610389328625,PC1,Benjamini-Hochberg FDR,0.05
PC1,18.653061477690155,PC1,Benjamini-Hochberg FDR,0.05
PC1,3.6788383580895654,PC1,Benjamini-Hochberg FDR,0.05
PC1,19.351836409475172,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.8904701201546388,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.144290146361062,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.8846289914125656,PC1,Benjamini-Hochberg FDR,0.05
PC1,2.672051386632175,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.831901949948957,PC1,Benjamini-Hochberg FDR,0.05
PC1,4.1306749827774105,PC1,Benjamini-Hochberg FDR,0.05
PC1,17.565030785639177,PC1,Benjamini-Hochberg FDR,0.05
PC1,14.772836013385062,PC1,Benjamini-Hochberg FDR,0.05
PC1,22.38565065617273,PC1,Benjamini-Hochberg FDR,0.05
PC1,17.795764002980683,PC1,Benjamini-Hochberg FDR,0.05
PC1,23.15349590101708,PC1,Benjamini-Hochberg FDR,0.05
PC1,5.01193717583687,PC1,Benjamini-Hochberg FDR,0.05
PC1,11.47274869563639,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.5890715412662431,PC1,Benjamini-Hochberg FDR,0.05
PC1,19.56297639654374,PC1,Benjamini-Hochberg FDR,0.05
PC1,0.8736552419869383,PC1,Benjamini-Hochberg FDR,0.05
