metric,n_servers,n_players,status,preferred,vm1_loglik,vm2_loglik,delta_loglik_2_minus_1,likelihood_ratio,vm1_aic,vm2_aic,delta_aic_1_minus_2,vm1_bic,vm2_bic,delta_bic_1_minus_2,bootstrap_replicates,bootstrap_seed,bootstrap_lr_exceedances,bootstrap_lrt_p_value,bootstrap_lr_95pct,bootstrap_lr_max,bootstrap_exceedance_summary,vm1_peak_h,vm1_kappa,component_1_h,component_2_h,component_1_weight,component_2_weight,component_1_kappa,component_2_kappa,min_players
PlayTime,8,7966,fit,1-component,-8736.814097366314,-8724.234695581983,12.579401784330912,25.158803568661824,17477.628194732628,17458.469391163966,19.158803568661824,17491.59407026011,17493.384079982676,-1.7900097225647187,1000,20260707,0,0.000999000999000999,6.436834330193414,19.1578929199095,0 / 1000,19.55456726548959,2.565551323032713,19.821811238043455,16.216121614044305,0.9196566107543462,0.08034338924565376,2.8093598766415098,3.2850421725176906,20
