platform,mean_hour_local
BR1,19.41366724043906
BR1,23.250650024174323
BR1,22.698548510204198
BR1,21.634218708764045
BR1,20.997523522232772
BR1,18.32678463238544
BR1,1.0906106815007497
BR1,17.609266865929015
BR1,19.52377723308799
BR1,20.301944277472312
BR1,20.961832640783477
BR1,19.557082155917907
BR1,20.79006047537848
BR1,21.2952397156338
BR1,16.225061607734695
BR1,21.881226274757417
BR1,21.29772141328368
BR1,21.102807007294377
BR1,18.942303604042024
BR1,20.148804151391577
BR1,17.261435710856542
BR1,20.622219227338807
BR1,18.07283249309491
BR1,17.199549000332986
BR1,18.25514632693412
BR1,17.703150165244576
BR1,20.636727311638687
BR1,0.5353703697207415
BR1,18.73413420951721
BR1,17.141855768352876
BR1,18.211011759441405
BR1,21.308868977098957
BR1,23.41946133625143
BR1,17.57110690688323
BR1,18.945260304757987
BR1,20.27350684727598
BR1,17.75425673082422
BR1,18.051277127281296
BR1,18.08706513431427
BR1,20.026163366204983
BR1,22.50937708547117
BR1,22.046500373127177
BR1,19.74254576938589
BR1,17.826636784705254
BR1,19.29013758936556
BR1,18.12167416564749
BR1,21.42012981601713
BR1,16.991168988091612
BR1,19.41314563039452
BR1,18.125309404441644
BR1,16.96527132828245
BR1,21.175258021013164
BR1,18.716800039481832
BR1,20.051657029270476
BR1,19.856170322510383
BR1,19.49854846540678
BR1,18.87061534723782
BR1,19.974302226588577
BR1,19.62970931347636
BR1,16.898568817335637
BR1,18.336757651731755
BR1,18.559599610384364
BR1,17.619301008750035
BR1,22.607965862733217
BR1,18.305506725530563
BR1,19.789057950959368
BR1,17.249778492070412
BR1,18.959286314889606
BR1,20.821225723762804
BR1,17.862615608657663
BR1,21.049025725298065
BR1,18.34528798129873
BR1,20.61428194962296
BR1,21.72377884654176
BR1,17.64533365900752
BR1,19.153567239849966
BR1,19.27088026300164
BR1,20.68976172056473
BR1,17.81948646822624
BR1,23.611757942148568
BR1,20.010255634383995
BR1,23.56383478841142
BR1,17.003726388392604
BR1,18.71788159341683
BR1,17.465894971104277
BR1,18.3708007704021
BR1,18.467944355939576
BR1,14.650044248518435
BR1,19.114447569428314
BR1,20.42567149077837
BR1,14.331639261468387
BR1,20.28905615993756
BR1,17.63749695951898
BR1,21.336381243931505
