platform,metric,local_hour,density,n_phases,kappa,min_phases
BR1,PC2,16.3,0.027457781889262924,59,4.0,20
BR1,PC2,16.400000000000002,0.02876206054675808,59,4.0,20
BR1,PC2,16.5,0.030089570016500932,59,4.0,20
BR1,PC2,16.6,0.03143770139140036,59,4.0,20
BR1,PC2,16.7,0.03280383922026413,59,4.0,20
BR1,PC2,16.8,0.03418538183643822,59,4.0,20
BR1,PC2,16.900000000000002,0.035579760511519426,59,4.0,20
BR1,PC2,17.0,0.03698445698542427,59,4.0,20
BR1,PC2,17.1,0.038397018960646456,59,4.0,20
BR1,PC2,17.2,0.039815073199257096,59,4.0,20
BR1,PC2,17.3,0.04123633592485074,59,4.0,20
BR1,PC2,17.400000000000002,0.04265862030649976,59,4.0,20
BR1,PC2,17.5,0.04407984088569763,59,4.0,20
BR1,PC2,17.6,0.04549801489772732,59,4.0,20
BR1,PC2,17.7,0.046911260533076884,59,4.0,20
BR1,PC2,17.8,0.04831779227944859,59,4.0,20
BR1,PC2,17.900000000000002,0.0497159135774591,59,4.0,20
BR1,PC2,18.0,0.051104007110231574,59,4.0,20
BR1,PC2,18.1,0.052480523125740114,59,4.0,20
BR1,PC2,18.2,0.05384396625822441,59,4.0,20
BR1,PC2,18.3,0.055192881368777084,59,4.0,20
BR1,PC2,18.400000000000002,0.05652583896323754,59,4.0,20
BR1,PC2,18.5,0.05784142076621312,59,4.0,20
BR1,PC2,18.6,0.05913820603228327,59,4.0,20
BR1,PC2,18.7,0.06041475915874056,59,4.0,20
BR1,PC2,18.8,0.061669619128661785,59,4.0,20
BR1,PC2,18.900000000000002,0.06290129125939742,59,4.0,20
BR1,PC2,19.0,0.06410824166103911,59,4.0,20
BR1,PC2,19.1,0.0652888947239745,59,4.0,20
BR1,PC2,19.200000000000003,0.06644163385671577,59,4.0,20
BR1,PC2,19.3,0.06756480558772512,59,4.0,20
BR1,PC2,19.400000000000002,0.06865672703128636,59,4.0,20
BR1,PC2,19.5,0.06971569660123249,59,4.0,20
BR1,PC2,19.6,0.07074000774138106,59,4.0,20
BR1,PC2,19.700000000000003,0.07172796533176118,59,4.0,20
BR1,PC2,19.8,0.07267790432902124,59,4.0,20
BR1,PC2,19.900000000000002,0.07358821011145533,59,4.0,20
BR1,PC2,20.0,0.0744573399272389,59,4.0,20
BR1,PC2,20.1,0.0752838447916233,59,4.0,20
BR1,PC2,20.200000000000003,0.07606639114732139,59,4.0,20
BR1,PC2,20.3,0.07680378159375947,59,4.0,20
BR1,PC2,20.400000000000002,0.07749497400613287,59,4.0,20
BR1,PC2,20.5,0.0781390984043032,59,4.0,20
BR1,PC2,20.6,0.07873547099366644,59,4.0,20
BR1,PC2,20.700000000000003,0.0792836048834809,59,4.0,20
BR1,PC2,20.8,0.07978321709021456,59,4.0,20
BR1,PC2,20.900000000000002,0.08023423155092543,59,4.0,20
BR1,PC2,21.0,0.08063677800053812,59,4.0,20
BR1,PC2,21.1,0.08099118670260783,59,4.0,20
BR1,PC2,21.200000000000003,0.08129797916088315,59,4.0,20
BR1,PC2,21.3,0.0815578550736315,59,4.0,20
