metric,platform,phase_local_peak
PC1,EUW1,20.60088498808201
PC1,EUW1,3.4187917996786226
PC1,EUW1,1.695158125433839
PC1,EUW1,0.6548346777742999
PC1,EUW1,22.52310448328764
PC1,EUW1,4.22950084081451
PC1,EUW1,5.310486596650817
PC1,EUW1,18.99035044661612
PC1,EUW1,19.980400980111582
PC1,EUW1,2.286620903986765
PC1,EUW1,22.1455235049482
PC1,EUW1,5.264210459242457
PC1,EUW1,19.16079501979491
PC1,EUW1,18.39183693723435
PC1,EUW1,16.644432001942466
PC1,EUW1,1.8613203280375776
PC1,EUW1,4.541966006059747
PC1,EUW1,2.808647022963662
PC1,EUW1,2.5246627855561394
PC1,EUW1,0.912986498959441
PC1,EUW1,2.669966694573283
PC1,EUW1,22.83187868963732
PC1,EUW1,12.57370642574712
PC1,EUW1,1.5046751097134337
PC1,EUW1,2.8122592133512487
PC1,EUW1,1.5290181121068056
PC1,EUW1,3.612713275781477
PC1,EUW1,17.749560829412676
PC1,EUW1,5.7893475642082
PC1,EUW1,15.376748608928414
PC1,EUW1,23.830584245547357
PC1,EUW1,18.24551639737465
PC1,EUW1,4.778718265803858
PC1,EUW1,16.435537401743638
PC1,EUW1,21.50557005560716
PC1,EUW1,13.133919812642104
PC1,EUW1,4.674768271555112
PC1,EUW1,0.7725394492814281
PC1,EUW1,21.802506086279628
PC1,EUW1,0.7129557880505111
PC1,EUW1,4.501634947009652
PC1,EUW1,0.1792354808308687
PC1,EUW1,18.961980796060597
PC1,EUW1,4.617216689457526
PC1,EUW1,23.323381823567708
PC1,EUW1,15.437767985990742
PC1,EUW1,5.903783276676192
PC1,EUW1,15.02116369310422
PC1,EUW1,4.303639822881462
PC1,EUW1,22.94338873578258
PC1,EUW1,20.35495064290676
PC1,EUW1,0.0909770453869676
PC1,EUW1,13.9550643286385
PC1,EUW1,22.423897082408907
PC1,EUW1,14.727319945253768
PC1,EUW1,1.395833087484147
PC1,EUW1,4.4207821968619765
PC1,EUW1,19.329768543236504
PC1,EUW1,10.562823036444213
PC1,EUW1,11.408591431151084
PC1,EUW1,22.04164813940568
PC1,EUW1,2.2790040256397623
PC1,EUW1,17.141334555607077
PC1,EUW1,4.24875548209042
PC1,EUW1,10.632675041521043
PC1,EUW1,0.9641007640381432
PC1,EUW1,3.325790779538322
PC1,EUW1,20.21577643303161
PC1,EUW1,5.443375196096278
PC1,EUW1,22.414181773521555
PC1,EUW1,2.320066043428861
PC1,EUW1,22.54531830225425
PC1,EUW1,21.756708248640592
PC1,EUW1,1.8731839628720184
PC1,EUW1,4.023568497035456
PC1,EUW1,17.980101048144252
PC1,EUW1,3.635104696593448
PC1,EUW1,21.545883371493264
PC1,EUW1,21.68104144692636
PC1,EUW1,18.282991892371825
PC1,EUW1,21.860913307691888
PC1,EUW1,3.4494124802766413
PC1,EUW1,16.744251201366595
PC1,EUW1,1.6414966968527622
PC1,EUW1,17.515011275064865
PC1,EUW1,15.983663364118875
PC1,EUW1,3.2360474940968262
PC1,EUW1,17.425610389328625
PC1,EUW1,18.653061477690155
PC1,EUW1,3.678838358089565
PC1,EUW1,19.35183640947517
PC1,EUW1,0.8904701201546388
PC1,EUW1,5.144290146361062
PC1,EUW1,0.8846289914125656
PC1,EUW1,2.672051386632175
PC1,EUW1,0.831901949948957
PC1,EUW1,4.1306749827774105
PC1,EUW1,17.565030785639177
PC1,EUW1,14.772836013385062
PC1,EUW1,22.38565065617273
PC1,EUW1,17.795764002980683
PC1,EUW1,23.15349590101708
PC1,EUW1,5.01193717583687
PC1,EUW1,11.47274869563639
PC1,EUW1,0.5890715412662431
PC1,EUW1,19.56297639654374
PC1,EUW1,0.8736552419869383
PC1,JP1,9.864415248230866
PC1,JP1,20.266965677009708
PC1,JP1,8.71687069315135
PC1,JP1,1.290517761788191
PC1,JP1,16.36646524783135
PC1,JP1,11.688607922253896
PC1,JP1,14.11015462120119
PC1,JP1,11.555303113708314
PC1,JP1,2.6032262716664114
PC1,JP1,4.969243490097341
PC1,JP1,17.330775531502802
PC1,JP1,9.041144482969102
PC1,JP1,20.718695400545663
PC1,JP1,1.6973042751022476
PC1,JP1,15.997885835186864
PC1,JP1,5.4670520628859975
PC1,JP1,21.295740619299423
PC1,JP1,7.086778217166632
PC1,JP1,8.96695560881124
PC1,JP1,20.818583096329373
PC1,JP1,19.087347343093345
PC1,JP1,22.731960838905387
PC1,JP1,20.337693277757825
PC1,JP1,23.77886652548637
PC1,JP1,21.855870223656478
PC1,JP1,20.779181917336977
PC1,JP1,2.990401270093489
PC1,JP1,9.3141964703941
PC1,JP1,2.240329876386628
PC1,JP1,3.619589721619146
PC1,JP1,9.580453688937553
PC1,JP1,8.893619770317848
PC1,JP1,19.901593883000324
PC1,JP1,23.780891509606803
PC1,JP1,4.64594442182942
PC1,JP1,5.065421748828996
PC1,JP1,7.7986125318454995
PC1,JP1,5.339169993298395
PC1,JP1,7.597243766322478
PC1,JP1,8.867958092760972
PC1,JP1,0.5299479925305022
PC1,JP1,4.942781682844561
PC1,JP1,7.031437778134709
PC1,JP1,20.07767211042158
PC1,JP1,0.3574899528161097
PC1,JP1,20.767488334384865
PC1,JP1,22.18965342358262
PC1,JP1,7.253561129120495
PC1,JP1,5.964465879382843
PC1,JP1,19.6330863209966
PC1,JP1,23.290581477629644
PC1,JP1,23.00783103937488
PC1,JP1,11.942071807181986
PC1,JP1,21.66473176374793
PC1,JP1,22.116218076308144
PC1,JP1,22.268339793112037
PC1,JP1,7.0982897162835705
PC1,JP1,8.096779773965409
PC1,JP1,13.600179632801764
